#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
4372000      4.26e-02    3.81e-02      2.04e-03    7.75e-04      3.62e-02    3.65e-02    4.3e-08
4373000      4.88e-02    3.62e-02      2.02e-03    7.64e-04      4.31e-02    3.46e-02    4.3e-08
4374000      2.08e-02    2.62e-02      9.30e-04    5.25e-04      1.80e-02    2.51e-02    4.3e-08
4375000      3.14e-02    1.85e-02      5.74e-04    4.80e-04      3.02e-02    1.75e-02    4.2e-08
4376000      8.22e-02    2.60e-02      4.46e-03    4.74e-04      6.65e-02    2.50e-02    4.2e-08
4377000      7.93e-02    1.77e-02      2.76e-03    4.73e-04      7.24e-02    1.67e-02    4.2e-08
4378000      2.26e-02    2.73e-02      5.33e-04    6.10e-04      2.14e-02    2.61e-02    4.2e-08
4379000      3.79e-02    2.80e-02      4.69e-04    4.67e-05      3.68e-02    2.74e-02    4.2e-08
4380000      1.12e-02    3.86e-02      5.47e-05    1.85e-03      1.09e-02    3.28e-02    4.2e-08
4381000      3.72e-02    4.30e-02      3.48e-04    2.29e-03      3.63e-02    3.51e-02    4.2e-08
4382000      4.02e-02    6.19e-02      1.67e-03    1.01e-03      3.56e-02    5.98e-02    4.2e-08
4383000      5.27e-02    2.80e-02      3.23e-04    5.08e-05      5.16e-02    2.74e-02    4.2e-08
4384000      2.32e-02    3.50e-02      9.70e-05    1.15e-05      2.27e-02    3.43e-02    4.2e-08
4385000      3.97e-02    3.08e-02      9.22e-04    1.44e-03      3.77e-02    2.64e-02    4.1e-08
4386000      4.27e-02    1.67e-02      1.59e-03    2.82e-04      3.86e-02    1.61e-02    4.1e-08
4387000      1.76e-02    2.58e-02      9.95e-06    3.01e-04      1.73e-02    2.51e-02    4.1e-08
4388000      3.07e-02    2.31e-02      2.42e-04    1.36e-03      3.00e-02    1.79e-02    4.1e-08
4389000      5.74e-02    2.45e-02      2.81e-03    7.29e-04      4.84e-02    2.29e-02    4.1e-08
4390000      9.80e-02    1.90e-02      8.23e-03    6.42e-04      4.69e-02    1.74e-02    4.1e-08
4391000      2.84e-02    2.98e-02      1.72e-03    2.15e-04      2.16e-02    2.92e-02    4.1e-08
4392000      2.97e-02    5.18e-02      4.83e-05    2.82e-04      2.91e-02    5.07e-02    4.1e-08
4393000      5.32e-02    1.48e-02      3.91e-04    3.63e-04      5.20e-02    1.40e-02    4.1e-08
4394000      1.87e-02    4.46e-02      8.00e-05    1.43e-03      1.83e-02    4.12e-02    4.1e-08
4395000      2.93e-02    2.10e-02      5.38e-04    3.91e-04      2.82e-02    2.02e-02    4.0e-08
4396000      3.88e-02    2.49e-02      9.04e-04    6.57e-05      3.69e-02    2.44e-02    4.0e-08
4397000      1.43e-01    2.62e-02      9.39e-03    6.02e-04      1.03e-01    2.50e-02    4.0e-08
4398000      3.09e-02    1.77e-02      1.95e-03    4.69e-05      2.28e-02    1.74e-02    4.0e-08
4399000      4.83e-02    3.62e-02      1.17e-03    1.08e-06      4.59e-02    3.55e-02    4.0e-08
4400000      2.31e-02    6.93e-02      9.09e-04    1.60e-04      2.07e-02    6.79e-02    4.0e-08
4401000      3.57e-02    3.85e-02      2.58e-03    2.39e-03      2.32e-02    2.88e-02    4.0e-08
4402000      1.08e-01    3.07e-02      1.81e-03    3.43e-04      1.04e-01    2.99e-02    4.0e-08
4403000      3.69e-02    1.63e-02      3.82e-04    1.78e-04      3.60e-02    1.59e-02    4.0e-08
4404000      2.32e-02    2.20e-02      8.66e-04    4.91e-04      2.10e-02    2.10e-02    4.0e-08
4405000      2.57e-02    2.70e-02      6.86e-04    1.48e-03      2.42e-02    2.18e-02    3.9e-08
4406000      2.17e-02    1.45e-02      3.57e-04    3.84e-04      2.10e-02    1.37e-02    3.9e-08
4407000      3.49e-02    2.52e-02      6.31e-04    3.52e-04      3.36e-02    2.45e-02    3.9e-08
4408000      2.14e-02    2.06e-02      9.48e-04    2.95e-04      1.86e-02    2.00e-02    3.9e-08
4409000      4.26e-02    4.51e-02      2.36e-03    8.63e-04      3.42e-02    4.33e-02    3.9e-08
4410000      2.28e-02    1.30e-02      1.93e-04    6.38e-05      2.22e-02    1.27e-02    3.9e-08
4411000      1.79e-02    2.75e-02      2.06e-04    3.18e-04      1.75e-02    2.68e-02    3.9e-08
4412000      3.13e-02    1.86e-02      4.25e-04    8.35e-04      3.04e-02    1.61e-02    3.9e-08
4413000      1.64e-02    4.23e-02      4.49e-04    9.86e-04      1.55e-02    4.03e-02    3.9e-08
4414000      1.48e-01    1.94e-02      1.10e-02    5.24e-05      9.27e-02    1.91e-02    3.9e-08
4415000      3.30e-02    3.25e-02      7.04e-04    1.33e-03      3.16e-02    2.88e-02    3.8e-08
4416000      1.28e-01    2.14e-02      8.80e-03    1.69e-04      8.81e-02    2.09e-02    3.8e-08
4417000      2.80e-02    2.51e-02      1.76e-04    7.18e-04      2.74e-02    2.35e-02    3.8e-08
4418000      3.70e-02    4.09e-02      1.76e-03    1.66e-03      3.15e-02    3.64e-02    3.8e-08
4419000      2.35e-02    4.46e-02      1.57e-03    2.87e-03      1.65e-02    3.26e-02    3.8e-08
4420000      3.93e-02    1.44e-02      6.54e-04    1.09e-04      3.80e-02    1.41e-02    3.8e-08
4421000      1.47e-01    2.02e-02      1.05e-02    6.23e-04      9.65e-02    1.88e-02    3.8e-08
4422000      2.31e-02    3.88e-02      4.28e-04    1.73e-03      2.22e-02    3.37e-02    3.8e-08
4423000      3.02e-02    2.93e-02      2.22e-04    1.21e-03      2.96e-02    2.60e-02    3.8e-08
4424000      2.69e-02    4.50e-02      9.29e-04    1.01e-03      2.47e-02    4.29e-02    3.8e-08
4425000      6.21e-02    9.53e-03      8.47e-04    2.46e-04      6.04e-02    9.02e-03    3.8e-08
4426000      5.22e-02    5.46e-02      2.60e-03    1.33e-03      4.38e-02    5.18e-02    3.8e-08
4427000      3.72e-02    2.52e-02      2.32e-04    2.19e-04      3.65e-02    2.47e-02    3.8e-08
4428000      2.09e-02    3.02e-02      2.47e-04    1.94e-04      2.04e-02    2.96e-02    3.8e-08
4429000      7.84e-02    2.41e-02      3.93e-03    1.65e-03      6.57e-02    1.66e-02    3.8e-08
4430000      4.82e-02    5.38e-02      1.78e-03    2.89e-03      4.37e-02    4.39e-02    3.7e-08
4431000      2.41e-02    2.02e-02      1.01e-03    2.25e-04      2.14e-02    1.97e-02    3.7e-08
4432000      4.23e-02    3.62e-02      2.40e-03    9.31e-04      3.35e-02    3.42e-02    3.7e-08
4433000      3.20e-02    5.80e-02      4.58e-04    1.05e-03      3.11e-02    5.59e-02    3.7e-08
4434000      1.18e-02    1.91e-02      1.09e-04    2.64e-04      1.15e-02    1.85e-02    3.7e-08
4435000      3.99e-02    1.67e-02      1.61e-03    8.60e-04      3.56e-02    1.38e-02    3.7e-08
4436000      3.88e-02    3.65e-02      5.46e-04    3.07e-03      3.77e-02    1.74e-02    3.7e-08
4437000      3.62e-02    4.52e-02      3.38e-04    3.35e-04      3.54e-02    4.43e-02    3.7e-08
4438000      2.24e-02    3.05e-02      1.14e-03    7.57e-04      1.87e-02    2.90e-02    3.7e-08
4439000      5.30e-02    3.85e-02      1.21e-03    9.54e-04      5.06e-02    3.66e-02    3.7e-08
4440000      6.47e-02    2.16e-02      3.39e-03    2.92e-04      5.34e-02    2.10e-02    3.6e-08
4441000      8.04e-02    2.46e-02      4.33e-03    1.47e-04      6.54e-02    2.41e-02    3.6e-08
4442000      7.75e-02    5.52e-02      6.59e-04    1.13e-03      7.58e-02    5.30e-02    3.6e-08
4443000      3.06e-02    2.24e-02      8.04e-04    4.37e-04      2.89e-02    2.16e-02    3.6e-08
4444000      3.44e-02    3.81e-02      4.95e-04    1.91e-03      3.34e-02    3.19e-02    3.6e-08
4445000      3.08e-02    4.36e-02      5.92e-04    3.17e-03      2.97e-02    2.81e-02    3.6e-08
4446000      9.90e-02    6.91e-02      8.73e-03    3.98e-03      3.90e-02    5.44e-02    3.6e-08
4447000      2.01e-02    2.63e-02      2.71e-04    1.62e-03      1.95e-02    1.99e-02    3.6e-08
4448000      2.30e-02    2.28e-02      3.08e-04    1.38e-03      2.24e-02    1.75e-02    3.6e-08
4449000      2.17e-02    4.09e-02      1.67e-04    3.11e-04      2.13e-02    4.01e-02    3.6e-08
4450000      1.38e-02    2.63e-02      1.75e-04    1.63e-03      1.35e-02    1.98e-02    3.5e-08
4451000      2.33e-02    2.32e-02      1.05e-03    1.07e-04      2.02e-02    2.27e-02    3.5e-08
4452000      6.62e-02    5.82e-02      3.18e-03    1.60e-03      5.63e-02    5.49e-02    3.5e-08
4453000      1.83e-02    2.42e-02      1.36e-04    4.60e-04      1.80e-02    2.33e-02    3.5e-08
4454000      6.64e-02    2.60e-02      8.44e-04    7.52e-04      6.46e-02    2.44e-02    3.5e-08
4455000      2.89e-02    2.87e-02      1.24e-03    1.16e-03      2.55e-02    2.56e-02    3.5e-08
4456000      2.43e-02    2.21e-02      4.24e-04    2.61e-04      2.35e-02    2.16e-02    3.5e-08
4457000      2.40e-02    2.34e-02      9.63e-04    8.61e-05      2.14e-02    2.30e-02    3.5e-08
4458000      1.74e-02    5.60e-02      6.60e-04    2.68e-03      1.57e-02    4.77e-02    3.5e-08
4459000      1.60e-02    2.48e-02      2.08e-04    6.33e-04      1.55e-02    2.35e-02    3.5e-08
4460000      3.53e-02    4.35e-02      4.11e-04    8.07e-04      3.44e-02    4.19e-02    3.5e-08
4461000      7.58e-02    2.55e-02      2.95e-03    1.07e-03      6.81e-02    2.26e-02    3.5e-08
4462000      2.49e-02    3.60e-02      3.36e-04    3.05e-04      2.42e-02    3.52e-02    3.5e-08
4463000      2.40e-02    3.69e-02      1.83e-03    9.14e-04      1.45e-02    3.51e-02    3.5e-08
4464000      3.89e-02    3.50e-02      1.95e-03    1.61e-03      3.27e-02    3.02e-02    3.5e-08
4465000      1.52e-02    3.43e-02      9.70e-05    4.64e-04      1.49e-02    3.34e-02    3.4e-08
4466000      3.43e-02    1.91e-02      3.04e-04    2.45e-04      3.35e-02    1.86e-02    3.4e-08
4467000      2.93e-02    9.47e-02      5.12e-04    3.08e-03      2.83e-02    8.76e-02    3.4e-08
4468000      9.34e-02    2.80e-02      5.00e-03    2.67e-04      7.63e-02    2.74e-02    3.4e-08
4469000      3.44e-02    1.57e-02      1.83e-03    2.11e-04      2.82e-02    1.53e-02    3.4e-08
4470000      8.01e-02    3.74e-02      4.25e-03    5.10e-04      6.57e-02    3.64e-02    3.4e-08
4471000      1.32e-02    2.23e-02      2.33e-04    2.35e-04      1.28e-02    2.18e-02    3.4e-08
4472000      3.45e-02    5.20e-02      5.15e-04    1.58e-03      3.35e-02    4.85e-02    3.4e-08
4473000      1.28e-02    2.83e-02      2.45e-04    9.96e-05      1.23e-02    2.78e-02    3.4e-08
4474000      3.06e-02    5.67e-02      3.95e-04    1.31e-03      2.98e-02    5.41e-02    3.4e-08
4475000      4.91e-02    3.64e-02      2.26e-04    2.09e-03      4.82e-02    2.87e-02    3.3e-08
4476000      5.60e-02    2.30e-02      3.37e-03    1.51e-03      4.31e-02    1.65e-02    3.3e-08
4477000      3.93e-02    3.06e-02      2.36e-04    1.30e-03      3.86e-02    2.70e-02    3.3e-08
4478000      1.99e-02    3.38e-02      2.71e-05    6.38e-04      1.96e-02    3.26e-02    3.3e-08
4479000      3.68e-02    3.70e-02      7.10e-04    1.34e-03      3.55e-02    3.38e-02    3.3e-08
4480000      5.44e-02    2.03e-02      2.12e-03    5.12e-04      4.90e-02    1.92e-02    3.3e-08
4481000      1.15e-02    2.47e-02      1.77e-04    4.22e-04      1.12e-02    2.39e-02    3.3e-08
4482000      4.08e-02    2.77e-02      4.62e-05    1.10e-03      4.02e-02    2.48e-02    3.3e-08
4483000      5.13e-02    2.74e-02      1.74e-03    3.78e-05      4.72e-02    2.70e-02    3.3e-08
4484000      6.12e-02    5.69e-02      7.85e-04    3.25e-03      5.97e-02    4.50e-02    3.3e-08
4485000      8.05e-02    2.35e-02      4.37e-03    3.94e-04      6.54e-02    2.28e-02    3.3e-08
4486000      2.36e-02    2.12e-02      8.27e-04    8.76e-04      2.16e-02    1.88e-02    3.3e-08
4487000      3.77e-02    5.10e-02      1.24e-03    2.42e-04      3.49e-02    5.02e-02    3.3e-08
4488000      5.89e-02    3.11e-02      2.55e-03    1.29e-03      5.18e-02    2.76e-02    3.3e-08
4489000      7.66e-02    2.92e-02      1.62e-03    1.51e-03      7.35e-02    2.43e-02    3.3e-08
4490000      1.98e-02    3.39e-02      5.56e-05    6.45e-05      1.95e-02    3.33e-02    3.2e-08
4491000      2.87e-02    2.87e-02      3.33e-04    1.01e-03      2.80e-02    2.63e-02    3.2e-08
4492000      8.79e-02    4.50e-02      7.49e-05    2.66e-03      8.65e-02    3.49e-02    3.2e-08
4493000      3.68e-02    3.67e-02      1.25e-03    5.10e-04      3.39e-02    3.58e-02    3.2e-08
4494000      2.86e-02    2.45e-02      5.24e-04    1.22e-03      2.77e-02    2.07e-02    3.2e-08
4495000      8.28e-02    2.92e-02      6.73e-04    6.30e-04      8.12e-02    2.80e-02    3.2e-08
4496000      1.95e-02    2.54e-02      3.21e-04    1.29e-04      1.89e-02    2.50e-02    3.2e-08
4497000      4.45e-02    1.92e-02      3.02e-03    3.29e-04      3.11e-02    1.86e-02    3.2e-08
4498000      3.01e-02    1.68e-02      1.17e-03    2.37e-04      2.71e-02    1.64e-02    3.2e-08
4499000      2.99e-02    2.08e-02      4.35e-05    5.12e-04      2.95e-02    1.98e-02    3.2e-08
4500000      3.69e-02    5.42e-02      6.13e-05    2.03e-03      3.63e-02    4.92e-02    3.2e-08
4501000      3.26e-02    4.97e-02      9.63e-04    3.50e-03      3.06e-02    3.34e-02    3.2e-08
4502000      7.44e-02    3.18e-02      4.41e-03    1.99e-03      5.77e-02    2.38e-02    3.2e-08
4503000      6.77e-02    2.11e-02      1.13e-03    2.30e-04      6.56e-02    2.06e-02    3.2e-08
4504000      3.18e-02    1.93e-02      5.33e-04    1.07e-05      3.09e-02    1.90e-02    3.2e-08
4505000      3.46e-02    3.43e-02      1.41e-06    2.75e-03      3.41e-02    1.86e-02    3.1e-08
4506000      3.13e-02    2.14e-02      1.30e-03    7.43e-04      2.78e-02    1.97e-02    3.1e-08
4507000      1.24e-01    2.21e-02      7.26e-03    2.79e-05      9.66e-02    2.17e-02    3.1e-08
4508000      2.43e-02    6.25e-02      9.56e-04    3.51e-03      2.18e-02    5.00e-02    3.1e-08
4509000      6.42e-02    1.90e-02      2.77e-04    3.98e-05      6.31e-02    1.87e-02    3.1e-08
4510000      2.46e-02    4.68e-02      1.36e-03    1.31e-03      1.98e-02    4.41e-02    3.1e-08
4511000      3.08e-02    3.11e-02      1.15e-03    7.27e-04      2.79e-02    2.97e-02    3.1e-08
4512000      5.47e-02    2.69e-02      1.52e-03    4.74e-05      5.16e-02    2.65e-02    3.1e-08
4513000      3.97e-02    1.96e-02      1.37e-03    9.55e-04      3.65e-02    1.67e-02    3.1e-08
4514000      3.46e-02    3.79e-02      8.90e-05    1.30e-03      3.41e-02    3.49e-02    3.1e-08
4515000      2.19e-02    5.10e-02      1.40e-03    3.25e-03      1.60e-02    3.77e-02    3.1e-08
4516000      1.52e-02    2.12e-02      1.36e-04    2.80e-04      1.49e-02    2.07e-02    3.1e-08
4517000      1.82e-02    2.74e-02      3.37e-04    1.27e-04      1.76e-02    2.70e-02    3.1e-08
4518000      8.43e-02    3.46e-02      1.69e-03    5.20e-04      8.12e-02    3.37e-02    3.1e-08
4519000      6.32e-02    4.38e-02      4.62e-04    9.93e-04      6.20e-02    4.20e-02    3.1e-08
4520000      1.98e-02    3.72e-02      4.93e-04    2.55e-03      1.89e-02    2.58e-02    3.0e-08
4521000      6.83e-02    9.43e-03      1.06e-03    1.54e-04      6.64e-02    9.15e-03    3.0e-08
4522000      2.55e-02    2.66e-02      6.51e-04    1.79e-03      2.43e-02    1.87e-02    3.0e-08
4523000      5.69e-02    3.59e-02      4.47e-04    4.02e-04      5.58e-02    3.51e-02    3.0e-08
4524000      7.02e-02    4.31e-02      1.58e-03    5.75e-04      6.72e-02    4.20e-02    3.0e-08
4525000      3.15e-02    2.16e-02      8.69e-04    3.86e-04      2.97e-02    2.09e-02    3.0e-08
4526000      5.67e-02    3.54e-02      2.58e-03    3.28e-04      4.93e-02    3.47e-02    3.0e-08
4527000      8.19e-02    3.82e-02      4.57e-03    9.81e-04      6.58e-02    3.63e-02    3.0e-08
4528000      3.30e-02    1.72e-02      9.70e-04    3.58e-04      3.10e-02    1.66e-02    3.0e-08
4529000      3.28e-02    2.91e-02      3.64e-04    7.17e-04      3.21e-02    2.77e-02    3.0e-08
4530000      3.29e-02    3.52e-02      1.22e-03    1.24e-03      2.99e-02    3.23e-02    3.0e-08
4531000      2.17e-02    1.59e-02      1.72e-04    8.04e-05      2.13e-02    1.56e-02    3.0e-08
4532000      4.49e-02    4.10e-02      1.50e-03    1.31e-03      4.15e-02    3.81e-02    3.0e-08
4533000      1.06e-01    4.76e-02      5.10e-03    8.67e-04      9.07e-02    4.61e-02    3.0e-08
4534000      4.26e-02    3.20e-02      5.46e-04    1.52e-03      4.16e-02    2.74e-02    3.0e-08
4535000      4.26e-02    1.61e-02      1.84e-03    4.97e-04      3.75e-02    1.51e-02    2.9e-08
4536000      4.39e-02    4.57e-02      4.60e-04    1.56e-03      4.30e-02    4.21e-02    2.9e-08
4537000      2.07e-02    2.13e-02      5.14e-04    2.40e-04      1.97e-02    2.09e-02    2.9e-08
4538000      1.58e-02    1.98e-02      2.03e-04    3.70e-04      1.54e-02    1.91e-02    2.9e-08
4539000      2.65e-02    2.69e-02      7.38e-04    1.19e-03      2.50e-02    2.35e-02    2.9e-08
4540000      3.21e-02    2.11e-02      1.99e-03    2.60e-04      2.42e-02    2.06e-02    2.9e-08
4541000      6.40e-02    2.17e-02      3.28e-03    4.21e-04      5.34e-02    2.10e-02    2.9e-08
4542000      2.71e-02    5.33e-02      1.41e-05    1.25e-03      2.67e-02    5.10e-02    2.9e-08
4543000      1.05e-01    4.64e-02      7.91e-03    3.21e-04      6.40e-02    4.56e-02    2.9e-08
4544000      5.69e-02    2.22e-02      2.42e-03    9.97e-06      5.03e-02    2.19e-02    2.9e-08
4545000      1.83e-02    2.33e-02      2.12e-04    1.09e-04      1.79e-02    2.30e-02    2.9e-08
4546000      3.95e-02    1.48e-02      2.50e-03    2.19e-04      2.93e-02    1.44e-02    2.9e-08
4547000      4.27e-02    2.50e-02      2.90e-03    3.41e-04      2.97e-02    2.44e-02    2.9e-08
4548000      2.28e-02    4.70e-02      3.55e-05    1.97e-03      2.25e-02    4.18e-02    2.9e-08
4549000      3.00e-02    2.06e-02      1.60e-04    3.42e-04      2.95e-02    2.00e-02    2.9e-08
4550000      2.38e-02    2.43e-02      3.68e-04    1.34e-03      2.31e-02    1.96e-02    2.8e-08
4551000      6.31e-02    3.95e-02      7.84e-04    5.37e-04      6.17e-02    3.86e-02    2.8e-08
4552000      8.01e-02    6.43e-02      1.17e-03    4.97e-03      7.81e-02    3.78e-02    2.8e-08
4553000      5.61e-02    3.33e-02      1.60e-03    1.55e-03      5.29e-02    2.87e-02    2.8e-08
4554000      4.14e-02    6.76e-02      2.30e-03    5.10e-03      3.34e-02    4.14e-02    2.8e-08
4555000      2.30e-02    3.50e-02      1.60e-03    8.12e-04      1.57e-02    3.35e-02    2.8e-08
4556000      3.31e-02    1.94e-02      1.21e-04    2.32e-04      3.26e-02    1.90e-02    2.8e-08
4557000      1.87e-02    2.83e-02      3.28e-04    2.98e-04      1.82e-02    2.77e-02    2.8e-08
4558000      1.81e-02    4.73e-02      3.33e-04    2.02e-03      1.76e-02    4.18e-02    2.8e-08
4559000      3.86e-02    2.85e-02      2.39e-03    5.39e-04      2.91e-02    2.76e-02    2.8e-08
4560000      4.33e-02    3.10e-02      2.92e-03    1.46e-03      3.05e-02    2.66e-02    2.8e-08
4561000      1.49e-01    3.48e-02      1.20e-02    3.21e-04      8.12e-02    3.41e-02    2.8e-08
4562000      2.88e-02    1.64e-02      4.36e-04    5.39e-05      2.81e-02    1.62e-02    2.8e-08
4563000      3.91e-02    3.23e-02      2.47e-03    4.30e-04      2.91e-02    3.15e-02    2.8e-08
4564000      6.80e-02    6.54e-02      3.44e-03    3.17e-03      5.70e-02    5.57e-02    2.8e-08
4565000      2.30e-02    1.07e-02      8.50e-04    1.63e-04      2.09e-02    1.05e-02    2.7e-08
4566000      2.74e-02    1.75e-02      4.49e-04    3.74e-04      2.66e-02    1.68e-02    2.7e-08
4567000      5.87e-02    4.45e-02      2.45e-03    2.25e-03      5.22e-02    3.74e-02    2.7e-08
4568000      1.20e-02    5.99e-02      4.58e-04    1.43e-03      1.09e-02    5.73e-02    2.7e-08
4569000      1.48e-02    1.90e-02      5.02e-04    1.50e-04      1.36e-02    1.87e-02    2.7e-08
4570000      2.93e-02    4.29e-02      1.44e-03    1.90e-03      2.49e-02    3.76e-02    2.7e-08
4571000      3.45e-02    5.04e-02      1.84e-03    1.12e-03      2.83e-02    4.84e-02    2.7e-08
4572000      1.80e-02    1.89e-02      1.64e-04    6.39e-04      1.76e-02    1.75e-02    2.7e-08
4573000      2.18e-02    2.01e-02      3.41e-04    3.59e-04      2.12e-02    1.94e-02    2.7e-08
